,DISPLAY_LAST_COMMA_FIRST,TEAM_CITY,GAMES_PLAYED_FLAG,TEAM_CODE,TO_YEAR,TEAM_NAME,PLAYERCODE,DISPLAY_FIRST_LAST,PERSON_ID,FROM_YEAR,TEAM_ABBREVIATION,ROSTERSTATUS,FT_RATE15,FT_RATE14,FT_RATE13
580,"Sloan, Donald",Brooklyn,Y,nets,2015,Nets,donald_sloan,Donald Sloan,202388,2011,BKN,1,0.75,0.779,0.6
581,"Smart, Marcus",Boston,Y,celtics,2016,Celtics,marcus_smart,Marcus Smart,203935,2014,BOS,1,0.777,0.646,-1
582,"Smith, Chris",,Y,,2013,,chris_smith,Chris Smith,203147,2013,,0,-1,-1,0
583,"Smith, Greg",Minnesota,Y,timberwolves,2016,Timberwolves,greg_smith,Greg Smith,202962,2011,MIN,1,0.412,0.513,0.4
584,"Smith, Ish",Philadelphia,Y,sixers,2016,76ers,ish_smith,Ish Smith,202397,2010,PHI,1,0.767,0.667,0.564
585,"Smith, J.R.",Cleveland,Y,cavaliers,2016,Cavaliers,jr_smith,J.R. Smith,2747,2004,CLE,1,0.634,0.692,0.652
586,"Smith, Jason",Orlando,Y,magic,2016,Magic,jason_smith,Jason Smith,201160,2007,ORL,1,0.806,0.83,0.78
587,"Smith, Josh",Houston,Y,rockets,2015,Rockets,josh_smith,Josh Smith,2746,2004,HOU,1,0.595,0.468,0.532
588,"Smith, Russ",,Y,,2015,,russ_smith,Russ Smith,203893,2014,,0,0.615,0,-1
589,"Smith, Russ",Memphis,Y,grizzlies,2015,Grizzlies,russ_smith,Russ Smith,203893,2014,MEM,1,0.615,0,-1
590,"Snell, Tony",Chicago,Y,bulls,2016,Bulls,tony_snell,Tony Snell,203503,2013,CHI,1,0.909,0.8,0.756
591,"Southerland, James",New Orleans,Y,pelicans,2013,Pelicans,james_southerland,James Southerland,203480,2013,NOP,1,-1,-1,0
592,"Speights, Marreese",Golden State,Y,warriors,2016,Warriors,marreese_speights,Marreese Speights,201578,2008,GSW,1,0.825,0.843,0.821
593,"Splitter, Tiago",Atlanta,Y,hawks,2016,Hawks,tiago_splitter,Tiago Splitter,201168,2010,ATL,1,0.813,0.75,0.699
594,"Stauskas, Nik",Philadelphia,Y,sixers,2016,76ers,nik_stauskas,Nik Stauskas,203917,2014,PHI,1,0.771,0.859,-1
595,"Stephens, DJ",,Y,,2016,,dj_stephens,DJ Stephens,203474,2013,,0,-1,-1,1
596,"Stephenson, Lance",Memphis,Y,grizzlies,2016,Grizzlies,lance_stephenson,Lance Stephenson,202362,2010,MEM,1,0.7,0.627,0.711
597,"Stepheson, Alex",,Y,,2015,,alex_stepheson,Alex Stepheson,1627293,2015,,0,0,-1,-1
598,"Stiemsma, Greg",Toronto,Y,raptors,2014,Raptors,greg_stiemsma,Greg Stiemsma,201880,2009,TOR,1,-1,0.5,0.594
599,"Stockton, David",Sacramento,Y,kings,2014,Kings,david_stockton,David Stockton,204065,2014,SAC,1,-1,0.5,-1
600,"Stokes, Jarnell",,Y,,2016,,jarnell_stokes,Jarnell Stokes,203950,2014,,0,0,0.536,-1
601,"Stone, Julyan",Toronto,Y,raptors,2016,Raptors,julyan_stone,Julyan Stone,202933,2011,TOR,1,-1,-1,0.667
602,"Stoudemire, Amar'e",Miami,Y,heat,2015,Heat,amare_stoudemire,Amar'e Stoudemire,2405,2002,MIA,1,0.746,0.74,0.739
603,"Stuckey, Rodney",Indiana,Y,pacers,2016,Pacers,rodney_stuckey,Rodney Stuckey,201155,2007,IND,1,0.829,0.819,0.836
604,"Sullinger, Jared",Boston,Y,celtics,2016,Celtics,jared_sullinger,Jared Sullinger,203096,2012,BOS,1,0.64,0.744,0.778
605,"Tavares, Walter",Atlanta,Y,hawks,2016,Hawks,walter_tavares,Walter Tavares,204002,2015,ATL,1,0.375,-1,-1
606,"Taylor, Jeff",Charlotte,Y,hornets,2014,Hornets,jeff_taylor,Jeff Taylor,203106,2012,CHA,1,-1,0.634,0.553
607,"Taylor, Tyshawn",,Y,,2013,,tyshawn_taylor,Tyshawn Taylor,203116,2012,,0,-1,-1,0.8
608,"Teague, Jeff",Atlanta,Y,hawks,2016,Hawks,jeff_teague,Jeff Teague,201952,2009,ATL,1,0.837,0.862,0.846
609,"Teague, Marquis",Brooklyn,Y,nets,2013,Nets,marquis_teague,Marquis Teague,203104,2012,BKN,1,-1,-1,0.688
610,"Teletovic, Mirza",Phoenix,Y,suns,2016,Suns,mirza_teletovic,Mirza Teletovic,203141,2012,PHX,1,0.774,0.717,0.71
611,"Telfair, Sebastian",,Y,,2014,,sebastian_telfair,Sebastian Telfair,2742,2004,,0,-1,0.706,-1
612,"Temple, Garrett",Washington,Y,wizards,2016,Wizards,garrett_temple,Garrett Temple,202066,2009,WAS,1,0.728,0.729,0.698
613,"Terry, Jason",Houston,Y,rockets,2016,Rockets,jason_terry,Jason Terry,1891,1999,HOU,1,0.818,0.813,0.667
614,"Thabeet, Hasheem",Oklahoma City,Y,thunder,2013,Thunder,hasheem_thabeet,Hasheem Thabeet,201934,2009,OKC,1,-1,-1,0.2
615,"Thomas, Adonis",Philadelphia,Y,sixers,2013,76ers,adonis_thomas,Adonis Thomas,203519,2013,PHI,1,-1,-1,1
616,"Thomas, Isaiah",Boston,Y,celtics,2016,Celtics,isaiah_thomas,Isaiah Thomas,202738,2011,BOS,1,0.871,0.872,0.85
617,"Thomas, Lance",New York,Y,knicks,2016,Knicks,lance_thomas,Lance Thomas,202498,2011,NYK,1,0.857,0.697,0.5
618,"Thomas, Malcolm",Utah,Y,jazz,2014,Jazz,malcolm_thomas,Malcolm Thomas,202952,2011,UTA,1,-1,0.692,0
619,"Thomas, Malcolm",,Y,,2014,,malcolm_thomas,Malcolm Thomas,202952,2011,,0,-1,0.692,0
620,"Thomas, Tyrus",,Y,,2014,,tyrus_thomas,Tyrus Thomas,200748,2006,,0,-1,1,-1
621,"Thompson, Hollis",Philadelphia,Y,sixers,2016,76ers,hollis_thompson,Hollis Thompson,203138,2013,PHI,1,0.719,0.708,0.712
622,"Thompson, Jason",Toronto,Y,raptors,2016,Raptors,jason_thompson,Jason Thompson,201574,2008,TOR,1,0.625,0.622,0.579
623,"Thompson, Klay",Golden State,Y,warriors,2016,Warriors,klay_thompson,Klay Thompson,202691,2011,GSW,1,0.873,0.879,0.795
624,"Thompson, Tristan",Cleveland,Y,cavaliers,2016,Cavaliers,tristan_t_thompson,Tristan Thompson,202684,2011,CLE,1,0.616,0.641,0.693
625,"Thornton, Marcus",Washington,Y,wizards,2016,Wizards,marcus_t_thornton,Marcus Thornton,201977,2009,WAS,1,0.879,0.824,0.808
626,"Tinsley, Jamaal",,Y,,2013,,jamaal_tinsley,Jamaal Tinsley,2224,2001,,0,-1,-1,0
627,"Tolliver, Anthony",Detroit,Y,pistons,2016,Pistons,anthony_tolliver,Anthony Tolliver,201229,2008,DET,1,0.617,0.667,0.805
628,"Toupane, Axel",Denver,Y,nuggets,2016,Nuggets,axel_toupane,Axel Toupane,1626253,2015,DEN,1,0.765,-1,-1
629,"Towns, Karl-Anthony",Minnesota,Y,timberwolves,2016,Timberwolves,karl-anthony_towns,Karl-Anthony Towns,1626157,2015,MIN,1,0.811,-1,-1
630,"Tucker, PJ",Phoenix,Y,suns,2016,Suns,pj_tucker,PJ Tucker,200782,2006,PHX,1,0.746,0.727,0.776
631,"Turiaf, Ronny",Minnesota,Y,timberwolves,2014,Timberwolves,ronny_turiaf,Ronny Turiaf,101142,2005,MIN,1,-1,0,0.42
632,"Turiaf, Ronny",,Y,,2014,,ronny_turiaf,Ronny Turiaf,101142,2005,,0,-1,0,0.42
633,"Turkoglu, Hedo",Los Angeles,Y,clippers,2014,Clippers,hidayet_turkoglu,Hedo Turkoglu,2045,2000,LAC,1,-1,0.545,0.5
634,"Turner, Evan",Boston,Y,celtics,2016,Celtics,evan_turner,Evan Turner,202323,2010,BOS,1,0.827,0.752,0.829
635,"Turner, Myles",Indiana,Y,pacers,2016,Pacers,myles_turner,Myles Turner,1626167,2015,IND,1,0.727,-1,-1
636,"Tyler, Jeremy",New York,Y,knicks,2013,Knicks,jeremy_tyler,Jeremy Tyler,202719,2011,NYK,1,-1,-1,0.542
637,"Udoh, Ekpe",Los Angeles,Y,clippers,2014,Clippers,ekpe_udoh,Ekpe Udoh,202327,2010,LAC,1,-1,0.778,0.638
638,"Udrih, Beno",,Y,,2016,,beno_udrih,Beno Udrih,2757,2004,,0,1,0.853,0.833
639,"Valanciunas, Jonas",Toronto,Y,raptors,2016,Raptors,jonas_valanciunas,Jonas Valanciunas,202685,2012,TOR,1,0.761,0.786,0.762
640,"Varejao, Anderson",Golden State,Y,warriors,2016,Warriors,anderson_varejao,Anderson Varejao,2760,2004,GSW,1,0.762,0.733,0.681
641,"Varnado, Jarvis",Philadelphia,Y,sixers,2013,76ers,jarvis_varnado,Jarvis Varnado,202363,2012,PHI,1,-1,-1,0
642,"Vasquez, Greivis",Milwaukee,Y,bucks,2016,Bucks,greivis_vasquez,Greivis Vasquez,202349,2010,MIL,1,0.846,0.758,0.938
643,"Vaughn, Rashad",Milwaukee,Y,bucks,2016,Bucks,rashad_vaughn,Rashad Vaughn,1626173,2015,MIL,1,0.8,-1,-1
644,"Vesely, Jan",Denver,Y,nuggets,2013,Nuggets,jan_vesely,Jan Vesely,202686,2011,DEN,1,-1,-1,0.267
645,"Villanueva, Charlie",Dallas,Y,mavericks,2015,Mavericks,charlie_villanueva,Charlie Villanueva,101111,2005,DAL,1,0.917,0.571,0.571
646,"Vonleh, Noah",Portland,Y,blazers,2016,Trail Blazers,noah_vonleh,Noah Vonleh,203943,2014,POR,1,0.745,0.692,-1
647,"Vucevic, Nikola",Orlando,Y,magic,2016,Magic,nikola_vucevic,Nikola Vucevic,202696,2011,ORL,1,0.753,0.752,0.766
648,"Vujacic, Sasha",New York,Y,knicks,2016,Knicks,sasha_vujacic,Sasha Vujacic,2756,2004,NYK,1,0.821,-1,0
649,"Wade, Dwyane",Miami,Y,heat,2016,Heat,dwyane_wade,Dwyane Wade,2548,2003,MIA,1,0.793,0.768,0.733
650,"Waiters, Dion",Oklahoma City,Y,thunder,2016,Thunder,dion_waiters,Dion Waiters,203079,2012,OKC,1,0.713,0.783,0.685
651,"Walker, Henry",Miami,Y,heat,2014,Heat,henry_walker,Henry Walker,201611,2008,MIA,1,-1,0.778,-1
652,"Walker, Kemba",Charlotte,Y,hornets,2016,Hornets,kemba_walker,Kemba Walker,202689,2011,CHA,1,0.847,0.827,0.837
653,"Wall, John",Washington,Y,wizards,2016,Wizards,john_wall,John Wall,202322,2010,WAS,1,0.791,0.785,0.805
654,"Wallace, Gerald",Boston,Y,celtics,2014,Celtics,gerald_wallace,Gerald Wallace,2222,2001,BOS,1,-1,0.4,0.465
655,"Ware, Casper",Philadelphia,Y,sixers,2013,76ers,casper_ware,Casper Ware,203810,2013,PHI,1,-1,-1,0.833
656,"Warren, TJ",Phoenix,Y,suns,2016,Suns,tj_warren,TJ Warren,203933,2014,PHX,1,0.703,0.737,-1
657,"Watson, CJ",Orlando,Y,magic,2016,Magic,cj_watson,CJ Watson,201228,2007,ORL,1,0.872,0.826,0.784
658,"Watson, Earl",Portland,Y,blazers,2013,Trail Blazers,earl_watson,Earl Watson,2248,2001,POR,1,-1,-1,1
659,"Wayns, Maalik",,Y,,2013,,maalik_wayns,Maalik Wayns,203146,2012,,0,-1,-1,0
660,"Wear, David",,Y,,2014,,david_wear,David Wear,204033,2014,,0,-1,0,-1
661,"Wear, Travis",New York,Y,knicks,2016,Knicks,travis_wear,Travis Wear,204037,2014,NYK,1,-1,0.769,-1
662,"Weber, Briante",Miami,Y,heat,2016,Heat,briante_weber,Briante Weber,1627362,2015,MIA,1,0.75,-1,-1
663,"Webster, Martell",Washington,Y,wizards,2014,Wizards,martell_webster,Martell Webster,101110,2005,WAS,1,-1,0.75,0.84
664,"Weems, Sonny",,Y,,2015,,sonny_weems,Sonny Weems,201603,2008,,0,0.538,-1,-1
665,"West, David",San Antonio,Y,spurs,2016,Spurs,david_west,David West,2561,2003,SAS,1,0.788,0.739,0.789
666,"Westbrook, Russell",Oklahoma City,Y,thunder,2016,Thunder,russell_westbrook,Russell Westbrook,201566,2008,OKC,1,0.812,0.835,0.826
667,"White, DJ",Charlotte,Y,hornets,2013,Bobcats,dj_white,DJ White,201591,2008,CHA,1,-1,-1,0
668,"White, Royce",,Y,,2013,,royce_white,Royce White,203091,2012,,0,-1,-1,0
669,"Whiteside, Hassan",Miami,Y,heat,2016,Heat,hassan_whiteside,Hassan Whiteside,202355,2010,MIA,1,0.65,0.5,-1
670,"Whittington, Shayne",Indiana,Y,pacers,2015,Pacers,shayne_whittington,Shayne Whittington,203963,2014,IND,1,0.5,0.783,-1
671,"Wiggins, Andrew",Minnesota,Y,timberwolves,2016,Timberwolves,andrew_wiggins,Andrew Wiggins,203952,2014,MIN,1,0.761,0.76,-1
672,"Wilcox, CJ",LA,Y,clippers,2016,Clippers,cj_wilcox,CJ Wilcox,203912,2014,LAC,1,0.75,1,-1
673,"Williams, Alan",Phoenix,Y,suns,2016,Suns,alan_williams,Alan Williams,1626210,2015,PHX,1,0.643,-1,-1
674,"Williams, Deron",Dallas,Y,mavericks,2016,Mavericks,deron_williams,Deron Williams,101114,2005,DAL,1,0.869,0.834,0.801
675,"Williams, Derrick",New York,Y,knicks,2016,Knicks,derrick_williams,Derrick Williams,202682,2011,NYK,1,0.758,0.684,0.875
676,"Williams, Elliot",,Y,,2016,,elliot_williams,Elliot Williams,202343,2010,,0,0.75,0.5,0.731
677,"Williams, Lou",Los Angeles,Y,lakers,2016,Lakers,louis_williams,Lou Williams,101150,2005,LAL,1,0.83,0.861,0.849
678,"Williams, Marvin",Charlotte,Y,hornets,2016,Hornets,marvin_williams,Marvin Williams,101107,2005,CHA,1,0.833,0.713,0.781
679,"Williams, Mo",Cleveland,Y,cavaliers,2016,Cavaliers,maurice_williams,Mo Williams,2590,2003,CLE,1,0.905,0.851,0.876
680,"Williams, Reggie",San Antonio,Y,spurs,2014,Spurs,reggie_williams,Reggie Williams,202130,2009,SAS,1,-1,1,0
681,"Williams, Shawne",Detroit,Y,pistons,2014,Pistons,shawne_williams,Shawne Williams,200761,2006,DET,1,-1,0.848,0.7
682,"Winslow, Justise",Miami,Y,heat,2016,Heat,justise_winslow,Justise Winslow,1626159,2015,MIA,1,0.684,-1,-1
683,"Withey, Jeff",Utah,Y,jazz,2016,Jazz,jeff_withey,Jeff Withey,203481,2013,UTA,1,0.729,0.68,0.712
684,"Wolters, Nate",Milwaukee,Y,bucks,2014,Bucks,nate_wolters,Nate Wolters,203489,2013,MIL,1,-1,0.25,0.656
685,"Wolters, Nate",,Y,,2014,,nate_wolters,Nate Wolters,203489,2013,,0,-1,0.25,0.656
686,"Wood, Christian",Philadelphia,Y,sixers,2016,76ers,christian_wood,Christian Wood,1626174,2015,PHI,1,0.619,-1,-1
687,"World Peace, Metta",Los Angeles,Y,lakers,2016,Lakers,metta_world_peace,Metta World Peace,1897,1999,LAL,1,0.702,-1,0.625
688,"Wright, Brandan",Memphis,Y,grizzlies,2016,Grizzlies,brandan_wright,Brandan Wright,201148,2007,MEM,1,0.542,0.75,0.726
689,"Wright, Chris",Milwaukee,Y,bucks,2013,Bucks,chris_wright,Chris Wright,202874,2011,MIL,1,-1,-1,0.4
690,"Wright, Delon",Toronto,Y,raptors,2016,Raptors,delon_wright,Delon Wright,1626153,2015,TOR,1,0.743,-1,-1
691,"Wright, Dorell",Portland,Y,blazers,2016,Trail Blazers,dorell_wright,Dorell Wright,2748,2004,POR,1,-1,0.81,0.754
692,"Wroten, Tony",New York,Y,knicks,2016,Knicks,tony_wroten,Tony Wroten,203100,2012,NYK,1,0.541,0.667,0.641
693,"Young, James",Boston,Y,celtics,2016,Celtics,james_young,James Young,203923,2014,BOS,1,0.25,0.552,-1
694,"Young, Joe",Indiana,Y,pacers,2016,Pacers,joe_young,Joe Young,1626202,2015,IND,1,0.8,-1,-1
695,"Young, Nick",Los Angeles,Y,lakers,2016,Lakers,nick_young,Nick Young,201156,2007,LAL,1,0.829,0.892,0.825
696,"Young, Thaddeus",Brooklyn,Y,nets,2016,Nets,thaddeus_young,Thaddeus Young,201152,2007,BKN,1,0.644,0.682,0.712
697,"Zeller, Cody",Charlotte,Y,hornets,2016,Hornets,cody_zeller,Cody Zeller,203469,2013,CHA,1,0.754,0.774,0.73
698,"Zeller, Tyler",Boston,Y,celtics,2016,Celtics,tyler_zeller,Tyler Zeller,203092,2012,BOS,1,0.815,0.823,0.719
